timestamp,action,joint_positions,gripper_state,object_id,success,action
0.0,[nan],"[-0.17129813  0.07357982  0.00574255 -2.2433603   0.03424967  2.1601262
  0.23717803]",open,object_01,True,place
0.1,[nan],"[-0.17131844  0.07368472  0.00556447 -2.243192    0.03432357  2.159534
  0.23836307]",open,object_01,False,
0.2,[nan],"[-0.17132197  0.07394608  0.00499333 -2.2428057   0.03508521  2.1579225
  0.24524705]",open,object_01,False,
0.3,[nan],"[-0.17130703  0.07400808  0.0049629  -2.2426343   0.03527952  2.157066
  0.2513881 ]",open,object_01,False,
0.4,[nan],"[-0.1713049   0.07415044  0.0049544  -2.2423053   0.03535689  2.1570036
  0.25370985]",open,object_01,False,
0.5,[nan],"[-0.17128383  0.07499338  0.0049486  -2.2400224   0.03618869  2.156742
  0.26080588]",open,object_01,False,
0.6,[nan],"[-0.17128325  0.0751909   0.00493592 -2.2395458   0.03623762  2.156615
  0.2627526 ]",open,object_01,False,
0.7,[nan],"[-0.16991918  0.07538477  0.00515781 -2.2390926   0.03708139  2.1564903
  0.2706843 ]",open,object_01,False,
0.8,[nan],"[-0.16844359  0.07887657  0.00573172 -2.2319148   0.0374708   2.1567287
  0.27786085]",open,object_01,False,
0.9,[nan],"[-0.16818134  0.08278249  0.00612201 -2.2251022   0.03777828  2.156983
  0.28024012]",open,object_01,False,
1.0,[nan],"[-0.16594926  0.10885374  0.00686246 -2.1918643   0.03803663  2.1570022
  0.28950396]",open,object_01,False,
1.1,[nan],"[-0.1642038   0.13638851  0.0074728  -2.1613545   0.03837208  2.1564915
  0.2958924 ]",open,object_01,False,
1.2,[nan],"[-0.16441084  0.15821065  0.0073604  -2.137711    0.03830711  2.155791
  0.29934925]",open,object_01,False,
1.3,[nan],"[-0.16743864  0.18809876  0.00303392 -2.1039898   0.0379614   2.1481605
  0.30002746]",open,object_01,False,
1.4,[nan],"[-1.7141172e-01  1.9886017e-01 -1.2090922e-03 -2.0887506e+00
  3.7761174e-02  2.1395621e+00  2.9990280e-01]",open,object_01,False,
1.5,[nan],"[-0.1735483   0.20194268 -0.00624345 -2.0827098   0.0376118   2.1336896
  0.29957262]",open,object_01,False,
1.6,[nan],"[-0.17713244  0.20200188 -0.01352306 -2.0798178   0.03733229  2.1279647
  0.29838154]",open,object_01,False,
1.7,[nan],"[-0.17880993  0.20205985 -0.0157776  -2.0792093   0.03727669  2.1268039
  0.2980694 ]",open,object_01,False,
1.8,[nan],"[-0.18474075  0.20222525 -0.02914932 -2.0770264   0.03683707  2.124061
  0.29622504]",open,object_01,False,
1.9,[nan],"[-0.18866296  0.20246206 -0.03847298 -2.0756254   0.03652002  2.1236613
  0.2928149 ]",open,object_01,False,
2.0,[nan],"[-0.19185056  0.2031494  -0.04295783 -2.073973    0.03648537  2.123527
  0.29115453]",open,object_01,False,
2.1,[nan],"[-0.19686086  0.20557733 -0.05269578 -2.0691648   0.03657298  2.1229136
  0.28838116]",open,object_01,False,
2.2,[nan],"[-0.19952218  0.21008685 -0.05941921 -2.0668943   0.03659984  2.1234002
  0.28744876]",open,object_01,False,
2.3,[nan],"[-0.20157485  0.21776006 -0.06389061 -2.0643768   0.0368717   2.1251545
  0.28744552]",open,object_01,False,
2.4,[nan],"[-0.20378126  0.23173688 -0.06556069 -2.0611844   0.03779784  2.1302783
  0.28833002]",open,object_01,False,
2.5,[nan],"[-0.20441677  0.24513549 -0.065676   -2.056938    0.03840617  2.1345804
  0.2909997 ]",open,object_01,False,
2.6,[nan],"[-0.20440178  0.26662573 -0.06567296 -2.052039    0.03938243  2.1439424
  0.29636535]",open,object_01,False,
2.7,[nan],"[-0.20442654  0.27564466 -0.06569591 -2.0468514   0.03959489  2.1445472
  0.30069125]",open,object_01,False,
2.8,[nan],"[-0.20441939  0.27934456 -0.06568784 -2.042076    0.03966547  2.1427262
  0.30461082]",open,object_01,False,
2.9,[nan],"[-0.20441546  0.2805769  -0.0656843  -2.0383787   0.03987274  2.1413407
  0.31008896]",open,object_01,False,
3.0,[nan],"[-0.20439997  0.28067335 -0.06567497 -2.037243    0.04013984  2.141227
  0.31220844]",open,object_01,False,
3.1,[nan],"[-0.20415166  0.28344303 -0.06482687 -2.028192    0.04171852  2.1414475
  0.3211874 ]",open,object_01,False,
3.2,[nan],"[-0.20394723  0.2882457  -0.06318897 -2.0179138   0.04239815  2.1417859
  0.3285972 ]",open,object_01,False,
3.3,[nan],"[-0.20390058  0.29103938 -0.06247472 -2.013107    0.04244382  2.1414826
  0.33159423]",open,object_01,False,
3.4,[nan],"[-0.20370597  0.30201018 -0.06166133 -2.000355    0.04341233  2.1412323
  0.33929586]",open,object_01,False,
3.5,[nan],"[-0.20373495  0.30508426 -0.061674   -1.9976559   0.04361227  2.1412358
  0.3412977 ]",open,object_01,False,
3.6,[nan],"[-0.20371668  0.31138402 -0.06166109 -1.991582    0.04397586  2.1410406
  0.3491869 ]",open,object_01,False,
3.7,[nan],"[-0.20373295  0.31193095 -0.06167161 -1.9900299   0.04415115  2.1403782
  0.3558717 ]",open,object_01,False,
3.8,[nan],"[-0.20372336  0.31197107 -0.06166494 -1.9896541   0.04446391  2.140371
  0.35798928]",open,object_01,False,
3.9,[nan],"[-0.20356727  0.31385484 -0.06124254 -1.9867502   0.04603421  2.1409626
  0.3638973 ]",open,object_01,False,
4.0,[nan],"[-0.2031258   0.32204145 -0.06055292 -1.9815133   0.04849159  2.144834
  0.36814153]",open,object_01,False,
4.1,[nan],"[-0.20189738  0.3344937  -0.05981357 -1.9735392   0.05329368  2.1491117
  0.3708657 ]",open,object_01,False,
4.2,[nan],"[-0.1996717   0.3573664  -0.05919886 -1.9577734   0.05923264  2.1558867
  0.3739292 ]",open,object_01,False,
4.3,[nan],"[-0.1988114   0.3704906  -0.05883833 -1.9481738   0.06075266  2.1588793
  0.37585634]",open,object_01,False,
4.4,[nan],"[-0.19730456  0.40244    -0.05668626 -1.9223365   0.06460594  2.1604595
  0.38214776]",open,object_01,False,
4.5,[nan],"[-0.19569354  0.41653067 -0.0504676  -1.9092308   0.06781235  2.157969
  0.39364418]",open,object_01,False,
