timestamp,action,joint_positions,gripper_state,object_id,success,action
0.0,[nan],"[-0.1338451   0.18128155 -0.00421927 -2.300558    0.1769546   2.4083812
  0.33261922]",open,object_01,True,place
0.1,[nan],"[-1.2545641e-01  1.8128154e-01 -1.5941135e-03 -2.2988758e+00
  1.7686124e-01  2.4020479e+00  3.4407347e-01]",open,object_01,False,
0.2,[nan],"[-1.2055259e-01  1.8129000e-01  8.2217091e-05 -2.2982454e+00
  1.7639259e-01  2.3991454e+00  3.5211426e-01]",open,object_01,False,
0.3,[nan],"[-1.1661710e-01  1.8128471e-01  7.0890749e-04 -2.2980819e+00
  1.7634587e-01  2.3977213e+00  3.5643089e-01]",open,object_01,False,
0.4,[nan],"[-1.10066235e-01  1.81281924e-01  2.12916452e-03 -2.29788256e+00
  1.76091731e-01  2.39595556e+00  3.65444481e-01]",open,object_01,False,
0.5,[nan],"[-0.10548048  0.18129006  0.0041301  -2.2977512   0.1758328   2.3947582
  0.37276402]",open,object_01,False,
0.6,[nan],"[-0.10127132  0.18129848  0.00549298 -2.2976544   0.17581691  2.393947
  0.37826264]",open,object_01,False,
0.7,[nan],"[-0.09938572  0.1812844   0.00610685 -2.2976189   0.17582354  2.3935635
  0.3807216 ]",open,object_01,False,
0.8,[nan],"[-0.08917567  0.1812957   0.00860278 -2.2973979   0.17558064  2.3918638
  0.3940316 ]",open,object_01,False,
0.9,[nan],"[-0.08304345  0.18129343  0.00966394 -2.2962096   0.17543863  2.3905451
  0.4013177 ]",open,object_01,False,
1.0,[nan],"[-0.0807462   0.18123467  0.00999475 -2.2952244   0.17537102  2.3893414
  0.4042406 ]",open,object_01,False,
1.1,[nan],"[-0.0727333   0.17997807  0.01209158 -2.2886307   0.17480522  2.3804228
  0.4155629 ]",open,object_01,False,
1.2,[nan],"[-0.07082597  0.17923361  0.01323778 -2.286519    0.1747891   2.3774357
  0.41880384]",open,object_01,False,
1.3,[nan],"[-0.05980508  0.17486112  0.01803558 -2.273841    0.17317924  2.3568058
  0.43837753]",open,object_01,False,
1.4,[nan],"[-0.05240893  0.17380098  0.01983534 -2.2707717   0.17151245  2.346317
  0.44993502]",open,object_01,False,
1.5,[nan],"[-0.04775832  0.1736944   0.02029467 -2.2701495   0.1678242   2.3410544
  0.45764565]",open,object_01,False,
1.6,[nan],"[-0.04634064  0.17367142  0.02029252 -2.2698429   0.16124895  2.336991
  0.46436608]",open,object_01,False,
