timestamp,action,joint_positions,gripper_state,object_id,success,action
0.0,[nan],"[-0.01640938 -0.24662954  0.18695892 -2.2854836   0.07582541  2.0263343
  0.07587641]",open,object_01,True,place
0.1,[nan],"[-0.01640512 -0.24653849  0.18695433 -2.2854793   0.07582339  2.0263305
  0.07587934]",open,object_01,False,
0.2,[nan],"[-0.0164105  -0.2465111   0.18695872 -2.2854817   0.07582115  2.0263338
  0.07587434]",open,object_01,False,
0.3,[nan],"[-0.01640831 -0.24648839  0.18696217 -2.2854817   0.07582404  2.026333
  0.07587089]",open,object_01,False,
0.4,[nan],"[-0.01640314 -0.24645467  0.1869587  -2.2854736   0.07582644  2.0263329
  0.0758589 ]",open,object_01,False,
0.5,[nan],"[-0.01641151 -0.24644148  0.18695869 -2.285472    0.07582289  2.0263305
  0.07585964]",open,object_01,False,
0.6,[nan],"[-0.01641222 -0.24643233  0.18695617 -2.2854764   0.07582746  2.0263295
  0.07585094]",open,object_01,False,
0.7,[nan],"[-0.01656164 -0.24612579  0.18695226 -2.2853985   0.07581686  2.0278676
  0.07581763]",open,object_01,False,
0.8,[nan],"[-0.01656164 -0.24612579  0.18695226 -2.2853985   0.07581686  2.0278676
  0.07581763]",open,object_01,False,
0.9,[nan],"[-0.01751925 -0.24288848  0.18695715 -2.2835703   0.07576137  2.033396
  0.07553974]",open,object_01,False,
1.0,[nan],"[-0.01867001 -0.2378278   0.1869402  -2.2796576   0.07554299  2.0397592
  0.07516901]",open,object_01,False,
1.1,[nan],"[-0.02041588 -0.22832312  0.1869399  -2.2725377   0.07523664  2.0491521
  0.07473233]",open,object_01,False,
1.2,[nan],"[-0.0216457  -0.2173236   0.18691896 -2.2640932   0.07475723  2.0567424
  0.07458052]",open,object_01,False,
1.3,[nan],"[-0.0224912  -0.20813753  0.18688276 -2.2577724   0.07439779  2.0635805
  0.07449032]",open,object_01,False,
1.4,[nan],"[-0.02426193 -0.18694785  0.18665393 -2.2386005   0.0730702   2.0724027
  0.07438099]",open,object_01,False,
1.5,[nan],"[-0.02539188 -0.17684205  0.18659355 -2.2292285   0.07243917  2.075604
  0.07425035]",open,object_01,False,
1.6,[nan],"[-0.02703772 -0.15744624  0.18643065 -2.2102902   0.07145841  2.0765917
  0.07404959]",open,object_01,False,
1.7,[nan],"[-0.0273738  -0.15001032  0.18634287 -2.2034192   0.07131723  2.0766108
  0.07404415]",open,object_01,False,
1.8,[nan],"[-0.0279538  -0.14805621  0.18576224 -2.2014816   0.07047318  2.076577
  0.07381195]",open,object_01,False,
1.9,[nan],"[-0.02940778 -0.14811172  0.18452217 -2.2014117   0.06904723  2.0758436
  0.07272694]",open,object_01,False,
2.0,[nan],"[-0.03739739 -0.14972737  0.17950115 -2.2019346   0.06338021  2.0656548
  0.0649251 ]",open,object_01,False,
2.1,[nan],"[-0.04282878 -0.15415886  0.17218202 -2.2061658   0.05984275  2.053161
  0.05568196]",open,object_01,False,
2.2,[nan],"[-0.04753311 -0.1613699   0.16406022 -2.2160382   0.05823154  2.0418267
  0.04502623]",open,object_01,False,
2.3,[nan],"[-0.05137424 -0.17039749  0.15581863 -2.2369568   0.05744723  2.0382419
  0.03418232]",open,object_01,False,
2.4,[nan],"[-0.05375093 -0.17896533  0.1486187  -2.262962    0.05732327  2.0394158
  0.02430207]",open,object_01,False,
2.5,[nan],"[-0.05646886 -0.1864276   0.1439177  -2.2952476   0.05728436  2.0482557
  0.01624036]",open,object_01,False,
