timestamp,action,joint_positions,gripper_state,object_id,success
0.0,push,"[-0.04103421, -0.18916442, 0.12422544, -2.275446, 0.09442563, 2.0885563, -0.02172582]",1,metal_can,1
0.1,push,"[-0.04163666, -0.18271087, 0.12003358, -2.2731416, 0.09646763, 2.0925255, -0.02703321]",1,metal_can,1
0.2,push,"[-0.04422116, -0.16196959, 0.10551418, -2.264007, 0.10408439, 2.103206, -0.04681116]",1,metal_can,1
0.3,push,"[-0.04623014, -0.1420388, 0.09139369, -2.2530437, 0.11560176, 2.1085906, -0.06784637]",1,metal_can,1
0.4,push,"[-0.04737858, -0.13484643, 0.08705916, -2.248191, 0.11957137, 2.1094046, -0.07516353]",1,metal_can,1
0.5,push,"[-0.05121156, -0.1136172, 0.07378732, -2.2321973, 0.1332506, 2.1105378, -0.09799555]",1,metal_can,1
0.6,push,"[-0.05370108, -0.0984202, 0.0642688, -2.2179148, 0.14378886, 2.1101546, -0.11372027]",1,metal_can,1
0.7,push,"[-0.05486654, -0.08740938, 0.05677991, -2.2073958, 0.15277155, 2.1098247, -0.12500016]",1,metal_can,1
0.8,push,"[-0.05914031, -0.06880806, 0.04439077, -2.1880333, 0.16857666, 2.1068966, -0.14728034]",1,metal_can,1
0.9,push,"[-0.06403717, -0.05671184, 0.03715817, -2.1752582, 0.18083249, 2.1043503, -0.16355783]",1,metal_can,1
1.0,push,"[-0.06703089, -0.04736051, 0.03149255, -2.164876, 0.18979731, 2.1019304, -0.17525443]",1,metal_can,1
1.1,push,"[-0.07111533, -0.03472666, 0.02418981, -2.1520383, 0.20113158, 2.098837, -0.19002695]",1,metal_can,1
1.2,push,"[-0.07325483, -0.02717407, 0.02118246, -2.1453228, 0.20684834, 2.0975857, -0.19702809]",1,metal_can,1
1.3,push,"[-0.07843771, -0.00372485, 0.01374269, -2.1291833, 0.22205868, 2.0967104, -0.2155]",1,metal_can,1
1.4,push,"[-0.08255127, 0.01614427, 0.00891047, -2.1163793, 0.23229109, 2.0966268, -0.22832857]",1,metal_can,1
1.5,push,"[-0.08636335, 0.0383888, 0.00412558, -2.1016893, 0.24150191, 2.096599, -0.24100283]",1,metal_can,1
1.6,push,"[-0.093362525, 0.070046492, -0.00025847883, -2.0773275, 0.25368115, 2.0938673, -0.25698182]",1,metal_can,1
1.7,push,"[-0.09559042, 0.079552054, -0.0017146509, -2.0682595, 0.25577337, 2.0909808, -0.26020551]",1,metal_can,1
1.8,push,"[-0.10289858, 0.10598563, -0.00633307, -2.0346038, 0.26126194, 2.072119, -0.26885152]",1,metal_can,1
1.9,push,"[-0.10763399, 0.12139001, -0.00930623, -2.010405, 0.26514775, 2.0538096, -0.27305472]",1,metal_can,1
2.0,push,"[-0.11159348, 0.13281055, -0.00993296, -1.9927142, 0.26827157, 2.0406709, -0.27486244]",1,metal_can,1
2.1,push,"[-0.11523519, 0.14732467, -0.00994218, -1.9706678, 0.27284354, 2.02586, -0.27567625]",1,metal_can,1
2.2,push,"[-0.11663815, 0.15478884, -0.00997439, -1.960256, 0.2742643, 2.0187225, -0.27568063]",1,metal_can,1
2.3,push,"[-0.1207239, 0.17087254, -0.01016269, -1.9388471, 0.2779892, 1.9996775, -0.27565175]",1,metal_can,1
2.4,push,"[-0.12432644, 0.18108949, -0.01022485, -1.9248533, 0.28236544, 1.9836347, -0.27538446]",1,metal_can,1
2.5,push,"[-0.12533306, 0.18319069, -0.01024045, -1.9216305, 0.284789, 1.9811578, -0.27530673]",1,metal_can,1
2.6,push,"[-0.12675689, 0.19496463, -0.01024661, -1.9033728, 0.29261312, 1.9751762, -0.27438405]",1,metal_can,1
2.7,push,"[-0.13131692, 0.21774508, -0.01110557, -1.8725547, 0.29447806, 1.968379, -0.27430287]",1,metal_can,1
2.8,push,"[-0.13400853, 0.22638758, -0.01174151, -1.8610879, 0.2944988, 1.9663626, -0.27470648]",1,metal_can,1
2.9,push,"[-0.14583743, 0.25767425, -0.01327152, -1.8193873, 0.2945084, 1.955462, -0.27645895]",1,metal_can,1
3.0,push,"[-0.15440953, 0.28028542, -0.01378127, -1.7878072, 0.29456693, 1.9450186, -0.2774765]",1,metal_can,1
3.1,push,"[-0.15967144, 0.29798904, -0.0139452, -1.7629803, 0.29474542, 1.9377445, -0.27753565]",1,metal_can,1
3.2,push,"[-0.16620511, 0.3265664, -0.01394364, -1.7208114, 0.29525304, 1.9252156, -0.2775332]",1,metal_can,1
3.3,push,"[-0.16962497, 0.34544381, -0.01396465, -1.6937025, 0.29547927, 1.9191458, -0.277525]",1,metal_can,1
3.4,push,"[-0.17221202, 0.35974494, -0.01412176, -1.6707805, 0.2956737, 1.9136598, -0.27750373]",1,metal_can,1
3.5,push,"[-0.17680779, 0.37283796, -0.01425692, -1.6437218, 0.29567775, 1.9051597, -0.27751073]",1,metal_can,1
3.6,push,"[-0.18175812, 0.38066185, -0.01454101, -1.6234037, 0.29563388, 1.8967904, -0.2776586]",1,metal_can,1
3.7,push,"[-0.19018388, 0.38812873, -0.015203, -1.5989026, 0.29542422, 1.8825402, -0.27972737]",1,metal_can,1
3.8,push,"[-0.19378962, 0.39000285, -0.0153323, -1.5916007, 0.29533905, 1.877555, -0.28105417]",1,metal_can,1
3.9,push,"[-0.21116966, 0.39225087, -0.01642115, -1.5797251, 0.2952847, 1.868127, -0.29683203]",1,metal_can,1
4.0,push,"[-0.22109005, 0.39322937, -0.01685906, -1.5788001, 0.29533097, 1.8681287, -0.30856568]",1,metal_can,1
4.1,push,"[-0.2247182, 0.39419898, -0.01707116, -1.5777037, 0.29534215, 1.8683147, -0.31321585]",1,metal_can,1
4.2,push,"[-0.23603632, 0.40467945, -0.01741471, -1.5632405, 0.29534596, 1.8683801, -0.32651296]",1,metal_can,1
4.3,push,"[-0.24317674, 0.41891372, -0.01763874, -1.5441915, 0.29534495, 1.8681765, -0.33480877]",1,metal_can,1
4.4,push,"[-0.24807209, 0.43317, -0.01787193, -1.5265177, 0.2952501, 1.8681929, -0.33974105]",1,metal_can,1
4.5,push,"[-0.25740606, 0.46784353, -0.01828401, -1.4891833, 0.29527268, 1.8686316, -0.35088953]",1,metal_can,1
4.6,push,"[-0.26309857, 0.49892786, -0.01830235, -1.4597416, 0.29540884, 1.8703439, -0.35781863]",1,metal_can,1
4.7,push,"[-0.26528037, 0.5255869, -0.01826733, -1.4336354, 0.29543653, 1.8718963, -0.36079386]",1,metal_can,1
4.8,push,"[-0.26656446, 0.5612655, -0.01818974, -1.3976064, 0.29552945, 1.8737774, -0.36288607]",1,metal_can,1
4.9,push,"[-0.26661327, 0.5744937, -0.01809485, -1.3830345, 0.29558817, 1.8737384, -0.36306116]",1,metal_can,1
5.0,push,"[-0.26647195, 0.6279578, -0.01674313, -1.3241642, 0.295732, 1.8736534, -0.36342004]",0,metal_can,1
5.1,push,"[-0.2669429, 0.65294415, -0.01677593, -1.2937186, 0.29573604, 1.8739254, -0.36356542]",1,metal_can,1
