timestamp,action,joint_positions,gripper_state,object_id,success
0.0,push,"[-0.0417654, 0.5174922, 0.07330418, -1.7179782, 0.11933386, 2.4575877, 0.30030283]",1,metal_can,1
0.1,push,"[-0.04176475, 0.5174813, 0.0733047, -1.7179033, 0.11933707, 2.457583, 0.30030146]",1,metal_can,1
0.2,push,"[-0.04174027, 0.5175282, 0.07331743, -1.7178918, 0.11933342, 2.4573786, 0.30030933]",1,metal_can,1
0.3,push,"[-0.04173542, 0.52120847, 0.07331105, -1.7179673, 0.1193333, 2.457098, 0.30030563]",1,metal_can,1
0.4,push,"[-0.04172216, 0.5263929, 0.07330532, -1.717968, 0.11933035, 2.4577117, 0.30031377]",1,metal_can,1
0.5,push,"[-0.04172299, 0.5287369, 0.07329733, -1.7179445, 0.11932869, 2.458086, 0.30030456]",1,metal_can,1
0.6,push,"[-0.04170972, 0.5382404, 0.07329802, -1.717625, 0.11932851, 2.4613287, 0.30029717]",1,metal_can,1
0.7,push,"[-0.04170664, 0.5407153, 0.07329802, -1.7170856, 0.11932953, 2.4619803, 0.30029243]",1,metal_can,1
0.8,push,"[-0.04171181, 0.5441041, 0.07329489, -1.7156818, 0.11933193, 2.4620774, 0.30029613]",1,metal_can,1
0.9,push,"[-0.04169719, 0.5440897, 0.07330402, -1.7156824, 0.11933534, 2.4600978, 0.30030048]",1,metal_can,1
1.0,push,"[-0.04169054, 0.5440555, 0.07330086, -1.7158433, 0.11932904, 2.4567044, 0.3003045]",1,metal_can,1
1.1,push,"[-0.04168206, 0.543938, 0.07329805, -1.7169174, 0.11933117, 2.4486299, 0.30030537]",1,metal_can,1
1.2,push,"[-0.04169693, 0.54372615, 0.07328884, -1.7172893, 0.11932957, 2.4441867, 0.30029953]",1,metal_can,1
1.3,push,"[-0.04170762, 0.5418697, 0.07327357, -1.71996, 0.11932643, 2.4301834, 0.30030438]",1,metal_can,1
1.4,push,"[-0.04176335, 0.53883135, 0.07322419, -1.7216257, 0.11932355, 2.4124527, 0.30030203]",1,metal_can,1
